mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.7849981784820557,0.044614452248144816,0.09585237503051758,0.004500739770609503,400,5,1,sqrt,30,True,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.7400078804809358,0.7357350827726936,0.7000244317695843,0.7252557983410712,0.017926341778928788,23
6.383807897567749,0.17888268408362387,0.38440998395284015,0.02889933216872021,2000,5,1,sqrt,10,True,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.7351678394174068,0.7335926281076564,0.6960536932744017,0.7216047202664884,0.01807874549354102,47
3.687428871790568,0.14164493583810162,0.22504941622416177,0.010617311231349725,1200,5,2,sqrt,10,False,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.7356838254122127,0.7301446719144042,0.6986835547959314,0.7215040173741828,0.016294184843722623,48
19.35632864634196,1.1404039692907308,0.4652535120646159,0.02215666075889996,2000,2,4,auto,30,False,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 30, 'bootstrap': False}",0.6369872828072707,0.6559674000924365,0.6090263445292242,0.6339936758096437,0.019280161418572646,84
4.839344501495361,0.3133355587295566,0.30773599942525226,0.03542741114200378,1600,2,4,sqrt,10,True,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.7261812979989734,0.7209615984019017,0.6771679252464284,0.7081036072157678,0.02197837771010408,76
2.661746025085449,0.19370655137542256,0.16387057304382324,0.011882095381816908,800,5,4,sqrt,30,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': False}",0.7350191128275061,0.7287899753526181,0.6906480521886369,0.7181523801229203,0.019614052441344502,56
4.113337357838948,0.24561536357193747,0.27288420995076496,0.012627007502266255,1000,5,2,sqrt,100,False,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.7386910789805519,0.7319247132793416,0.7013981752995249,0.7240046558531393,0.016222117586109492,29
2.666861613591512,0.15689206049185367,0.16635759671529135,0.018971911571502714,600,5,1,sqrt,60,False,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",0.7352268817300956,0.7363755404553893,0.7018461188171411,0.7244828470008754,0.016013451665500895,25
14.83569343884786,0.4234453894092539,0.31572771072387695,0.0010358759288992922,1000,2,1,auto,50,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 50, 'bootstrap': False}",0.520461641421929,0.555814970266197,0.533828382499149,0.5367016647290916,0.014575236491447088,100
13.746991316477457,0.34511484799424164,0.37639713287353516,0.06066983002158199,1800,5,4,auto,10,False,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': False}",0.6384564351225712,0.6631475756726797,0.61778273753524,0.6397955827768304,0.018544309498045575,82
3.1693856716156006,0.35133305365137285,0.08368062973022461,0.007987109129230794,400,10,4,auto,70,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.7413032395172333,0.7387247658434586,0.7074568475453844,0.7291616176353587,0.015383647489365056,15
3.7258048057556152,0.17704277722594292,0.2128762404123942,0.004908234533396281,800,5,1,sqrt,90,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 90, 'bootstrap': False}",0.7354531423632198,0.7338942773934023,0.701162831955731,0.7235034172374512,0.015809993212013814,31
5.3445061047871905,0.2588433654618839,0.4245808919270833,0.051336958921714894,2000,10,1,sqrt,10,False,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.7343362493325194,0.7337306162761552,0.6964230750607521,0.7214966468898089,0.017731416582813193,49
4.826940933863322,0.27239271078431887,0.3122256596883138,0.014200719019472995,1600,5,2,sqrt,10,False,"{'n_estimators': 1600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.7356293215114909,0.7323559987396533,0.6970717733299234,0.7216856978603557,0.017455899119104407,46
2.605341911315918,0.03972701378251091,0.1696924368540446,0.007877982465591606,800,10,2,sqrt,30,False,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': False}",0.73830992712022,0.7337505787537595,0.6984115499539993,0.7234906852759929,0.017831043823546194,32
