mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.6533795197804769,0.004934474150517091,0.023864269256591797,0.0008773240256184719,0.001,{'ccp_alpha': 0.001},0.7374014098456714,0.7268508760963197,0.7026483812030442,0.7223002223816785,0.014548186298911409,4
0.6375521024068197,0.014953004480818346,0.022678057352701824,0.0014211614848382498,0.01,{'ccp_alpha': 0.01},0.7416558382170916,0.7257131644584702,0.7058509873403621,0.7244066633386413,0.01464643404742361,3
0.6369760831197103,0.013928876667646497,0.02333219846089681,0.0004670996353559888,0.1,{'ccp_alpha': 0.1},0.7384946174622293,0.7325567538203992,0.7060991274833286,0.7257168329219857,0.014082029474136644,1
0.6332015991210938,0.004494202805222368,0.024160226186116535,0.000267392244213084,1.0,{'ccp_alpha': 1.0},0.7390547324919247,0.7291495920383962,0.7073552768060023,0.7251865337787744,0.013241179347596058,2
